Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
TechUSA,Junior Data Analyst - SQL Programmer,40.5,Staffing & Outsourcing,"Philadelphia, PA",37,44
Piper Companies,Data Analyst,40.5,Staffing & Outsourcing,"Horsham, PA",37,44
Kforce,Business / Data Analyst,40.5,Staffing & Outsourcing,"Wilmington, DE",37,44
"Zachary Piper Solutions, LLC",Data Analyst,40.5,Enterprise Software & Network Solutions,"Horsham, PA",37,44
A2C Consulting,Senior Data Analyst,40.5,Consulting,"Philadelphia, PA",37,44
Community Behavioral Health,Senior Healthcare Data Analyst - Cost and Utilization Analysis,88.5,Health Care Services & Hospitals,"Philadelphia, PA",64,113
APN Software Services Inc.,Pharmaceutical Customer Data Analyst,88.5,Computer Hardware & Software,"Plymouth Meeting, PA",64,113
Contemporary Staffing Solutions,Data Analyst,88.5,Staffing & Outsourcing,"Philadelphia, PA",64,113
The Judge Group,Senior Data Analyst,88.5,Staffing & Outsourcing,"Wayne, PA",64,113
Versant Health,Program Manager / Business Data Analyst,88.5,Insurance Carriers,"Newtown Square, PA",64,113
Micro-Data Systems Inc.,DBA / Data Analyst,88.5,IT Services,"Philadelphia, PA",64,113
Avantor,Analyst - Data Intelligence (US),88.5,Biotech & Pharmaceuticals,"Wayne, PA",64,113
Tetra Tech,"Data Analyst (Philadelphia, PA)",88.5,Architectural & Engineering Services,"Philadelphia, PA",64,113
Freedom Mortgage,Data & Systems Analyst,88.5,Investment Banking & Asset Management,"Mount Laurel, NJ",64,113
NextGen Global Resources LLC,Lead Data Analyst,88.5,"Cable, Internet & Telephone Providers","Philadelphia, PA",64,113
Vanguard,Senior Data Analyst - Client Experience,88.5,Investment Banking & Asset Management,"Malvern, PA",64,113
The Judge Group,Data Analyst and Report Writer,88.5,Staffing & Outsourcing,"Boothwyn, PA",64,113
amerihealth,Payment Integrity Data Analyst,88.5,Insurance Carriers,"Philadelphia, PA",64,113
GSK,Lead Data Analyst,88.5,Biotech & Pharmaceuticals,"Philadelphia, PA",64,113
A2C Consulting,Data Analyst-(analytics),88.5,Consulting,"Philadelphia, PA",64,113
Eurofins,Virology Data Analysts,88.5,Biotech & Pharmaceuticals,"West Point, PA",64,113
Eurofins,Biochemist Data Analyst,88.5,Biotech & Pharmaceuticals,"West Point, PA",64,113
Freedom Mortgage,Data Governance Analyst,88.5,Investment Banking & Asset Management,"Marlton, NJ",64,113
Cambridge Advisory Group,Senior Healthcare Data Analyst,88.5,Consulting,"King of Prussia, PA",64,113
Cooper University Health Care,SR BUSINESS DATA ANALYST PRN,88.5,Health Care Services & Hospitals,"Camden, NJ",64,113
Diverse Lynx,AWS Analys/ Data analyst,88.5,IT Services,"Malvern, PA",64,113
amerihealth,Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,88.5,Insurance Carriers,"Philadelphia, PA",64,113
Forfeiture Support Associates,Data Analyst Supporting the FBI #20-188,88.5,Staffing & Outsourcing,"Philadelphia, PA",64,113
"Management Decisions, Inc.",Data Engineer/Reporting Analyst,88.5,Advertising & Marketing,"Philadelphia, PA",64,113
TechUSA,Sr. Data Analyst - Project Manager,88.5,Staffing & Outsourcing,"Philadelphia, PA",64,113
SRG Woolf,Data Analyst SAS Programmer,71.5,Staffing & Outsourcing,"King of Prussia, PA",50,93
"Login Consulting Services, Inc",Sr. Data Analyst,71.5,Consulting,"Allegheny West, PA",50,93
Adaptimmune Ltd,"Systems Analyst, Quality Data System",71.5,Biotech & Pharmaceuticals,"Philadelphia, PA",50,93
Trillium Solutions Group,Data Visualization Project Manager/ Business Analyst (PM / BA),71.5,IT Services,"Horsham, PA",50,93
The Judge Group,Business Analyst/Data Analyst,71.5,Staffing & Outsourcing,"Wilmington, DE",50,93
"Staffigo Technical Services, LLC",Data Analyst Junior,71.5,IT Services,"Wilmington, DE",50,93
TE Connectivity,Business Intelligence and Data Sciences Analyst,71.5,Electrical & Electronic Manufacturing,"Berwyn, PA",50,93
Freedom Mortgage,Sr Business Analyst (Data Quality),71.5,Investment Banking & Asset Management,"Marlton, NJ",50,93
AmeriHealth Caritas,Healthcare Data Analytics Analyst Senior,71.5,Insurance Carriers,"Philadelphia, PA",50,93
"Management Decisions, Inc.","Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",71.5,Advertising & Marketing,"Philadelphia, PA",50,93
Piper Companies,Technical Business Analyst (Data Warehouse),71.5,Staffing & Outsourcing,"Horsham, PA",50,93
Future Technologies Inc.,Data Link Analyst,71.5,Accounting,"Moorestown, NJ",50,93
BNY Mellon,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",71.5,Investment Banking & Asset Management,"Wilmington, DE",50,93
"Zachary Piper Solutions, LLC",Technical Business Analyst (Data Warehouse),71.5,Enterprise Software & Network Solutions,"Horsham, PA",50,93
Fox Chase Cancer Center,Certified Tumor Registrar/Data Analyst [CTR and experience required],71.5,Health Care Services & Hospitals,"Philadelphia, PA",50,93
Kforce,Data Center Migration PMO Analyst/PMO Lead,71.5,Staffing & Outsourcing,"Wilmington, DE",50,93
"Technocrafts, Inc.",Data Analyst / Tableau Developer,52.5,Computer Hardware & Software,"San Antonio, TX",37,68
Ionidea,Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
CYNET SYSTEMS,Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
Integrated Resources,Data Analyst,52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
Deacon Recruiting,Data Analyst I,52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
Indotronix International Corporation,Data Reporting Analyst,52.5,IT Services,"San Antonio, TX",37,68
Diverse Lynx,Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
Huntington Ingalls Industries,Data Analyst,52.5,Aerospace & Defense,"San Antonio, TX",37,68
Principle Auto,Marketing & Data Analyst,52.5,Vehicle Dealers,"San Antonio, TX",37,68
C2 GPS- Alamo Workforce,Data Analyst,52.5,Consulting,"San Antonio, TX",37,68
Vantage Bank Texas,Data Reporting Analyst,52.5,Banks & Credit Unions,"San Antonio, TX",37,68
H E B,"Data & Reporting Analyst, Distribution Planning & Operations",52.5,Grocery Stores & Supermarkets,"San Antonio, TX",37,68
"CICONIX, LLC",Epidemiologist - Data Analyst,52.5,Federal Agencies,"San Antonio, TX",37,68
NJVC,Epidemiology Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
Randstad,Data Business Solutions Analyst,52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
"Staffigo Technical Services, LLC",Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
Deacon Recruiting,Risk Data Analyst,52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
"Amyx, Inc.",Contract Data Analyst,52.5,IT Services,"San Antonio, TX",37,68
Scaleworks,Senior Data Analyst,52.5,Computer Hardware & Software,"San Antonio, TX",37,68
HCL Technologies Ltd.,Senior Data Analyst,52.5,Computer Hardware & Software,"San Antonio, TX",37,68
CDO Technologies Inc,Data Analyst,52.5,Computer Hardware & Software,"San Antonio, TX",37,68
Cherokee Federal,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",52.5,Banks & Credit Unions,"San Antonio, TX",37,68
Kforce,Senior Data Analyst,52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
PETCO,Senior Data Science Analyst,52.5,Pet & Pet Supplies Stores,"San Antonio, TX",37,68
eTeam Inc.,"Data Analyst ( SAS,SQL)",52.5,Staffing & Outsourcing,"San Antonio, TX",37,68
LMI,Data Analyst - Top Secret w/ SCI Eligibility,52.5,Consulting,"San Antonio, TX",37,68
CAMRIS International,Epidemiology/Data Analyst,52.5,Federal Agencies,"San Antonio, TX",37,68
General Dynamics Information Technology,Epidemiology Data Analyst,52.5,IT Services,"Lackland AFB, TX",37,68
Convene Technologies,Senior Data Analyst,81.0,IT Services,"San Antonio, TX",73,89
Cyber Warrior Network,Data Security Analyst,81.0,IT Services,"San Antonio, TX",73,89
nana,Data Security Analyst,81.0,Social Assistance,"San Antonio, TX",73,89
Akima Management Services,Data Security Analyst,81.0,Aerospace & Defense,"San Antonio, TX",73,89
Diverse Lynx,Data Analyst/Engineers,81.0,IT Services,"San Antonio, TX",73,89
Chenega Healthcare Services,Epidemiology Data Analyst,81.0,Staffing & Outsourcing,"San Antonio, TX",73,89
Kforce,IT Data Science Analyst,81.0,Staffing & Outsourcing,"San Antonio, TX",73,89
"Cherokee Nation Businesses, LLC","Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",81.0,Accounting,"San Antonio, TX",73,89
Spectrum Comm,TECHNICAL DATA ANALYST,81.0,Aerospace & Defense,"Lackland AFB, TX",73,89
"Amyx, Inc.",Senior Contract Data Analyst,81.0,IT Services,"San Antonio, TX",73,89
Cherokee Federal,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",81.0,Banks & Credit Unions,"San Antonio, TX",73,89
Peyton Resource Group,Senior Risk Analyst-Data,81.0,Staffing & Outsourcing,"San Antonio, TX",73,89
Softcom Systems,Functional Analyst (CECL Data),81.0,IT Services,"San Antonio, TX",73,89
CDO Technologies Inc,Data Analyst with Security Clearance,81.0,Computer Hardware & Software,"San Antonio, TX",73,89
Cherokee Federal,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",81.0,Banks & Credit Unions,"Fort Sam Houston, TX",73,89
Strategic Staffing Solutions,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",81.0,Staffing & Outsourcing,"San Antonio, TX",73,89
Strategic Staffing Solutions,"Sr. Risk Analyst (IT, IS and/or Data expertise)",81.0,Staffing & Outsourcing,"San Antonio, TX",73,89
CACI International,Navy Maintenance Data Systems Analyst,99.0,Aerospace & Defense,"San Diego, CA",76,122
Midland Credit Management,Data Analyst,99.0,Banks & Credit Unions,"San Diego, CA",76,122
UC San Diego,Research Data Analyst,99.0,Colleges & Universities,"San Diego, CA",76,122
HealthStream,Data Analyst II,99.0,Education Training Services,"San Diego, CA",76,122
Conflux Systems Inc.,Data Analyst,99.0,Accounting,"San Diego, CA",76,122
22nd Century Technologies,Data Analyst,99.0,IT Services,"San Diego, CA",76,122
University of California,Division Data and Financial Analyst,99.0,Colleges & Universities,"San Diego, CA",76,122
University of California - San Diego Medical Centers,Research Data Analyst,99.0,Health Care Services & Hospitals,"San Diego, CA",76,122
Client Solution Architects,Data Analyst,99.0,Aerospace & Defense,"San Diego, CA",76,122
Cue,Data Analyst,99.0,Biotech & Pharmaceuticals,"San Diego, CA",76,122
"Staffigo Technical Services, LLC",Junior Data Analyst,99.0,IT Services,"San Diego, CA",76,122
Encore Capital Group,Data Analyst,99.0,Financial Analytics & Research,"San Diego, CA",76,122
HealthStream,Data Analyst - VerityStream,99.0,Education Training Services,"San Diego, CA",76,122
ProMedia,Data Analyst,99.0,Advertising & Marketing,"San Diego, CA",76,122
Axos Bank,Senior Data Analyst,99.0,Banks & Credit Unions,"San Diego, CA",76,122
Sayva Solutions,Business Data Analyst (SQL / Tableau),99.0,Staffing & Outsourcing,"San Diego, CA",76,122
Stem,Fleet Optimization Data Analyst (Solar + Storage),99.0,Energy,"San Diego, CA",76,122
Tandem Diabetes,Data Analyst,99.0,Health Care Products Manufacturing,"San Diego, CA",76,122
Illumina,Data Steward/Configuration Analyst,99.0,Biotech & Pharmaceuticals,"San Diego, CA",76,122
Forfeiture Support Associates,Administrative Assistant / Data Analyst Supporting the DEA #20-318,99.0,Staffing & Outsourcing,"San Diego, CA",76,122
General Dynamics,Data Manager - Bioinformatics Analyst (Naval Health Center),99.0,Aerospace & Defense,"San Diego, CA",76,122
"Staffigo Technical Services, LLC",Data Analyst,99.0,IT Services,"San Diego, CA",76,122
"Dexcom, Inc.",Data Privacy Analyst,99.0,Biotech & Pharmaceuticals,"San Diego, CA",76,122
BD,"Data Analyst 3 (San Diego or Atlanta, GA)",99.0,Health Care Products Manufacturing,"San Diego, CA",76,122
Vertex Pharmaceuticals,"Research Scientist, Structural Biologist - CryoEM Data Analyst",92.0,Biotech & Pharmaceuticals,"San Diego, CA",60,124
Kelly,Systems Analyst - Data Integration and ETL process,92.0,Staffing & Outsourcing,"San Diego, CA",60,124
Kaiser Permanente,Senior Consulting Data Analyst,92.0,Health Care Services & Hospitals,"San Diego, CA",60,124
Illumina,Senior Data Analyst,92.0,Biotech & Pharmaceuticals,"San Diego, CA",60,124
UC San Diego,#105009 Research Data Analyst,92.0,Colleges & Universities,"San Diego, CA",60,124
Web Shop Manager,Automotive eCommerce Data Analyst - Remote,92.0,Computer Hardware & Software,"San Diego, CA",60,124
Housecall Pro,Sr. Data Analyst,92.0,Computer Hardware & Software,"San Diego, CA",60,124
Intuit,Senior Technical Data Analyst,92.0,Computer Hardware & Software,"San Diego, CA",60,124
University of California - San Diego Medical Centers,Division Data and Financial Analyst,92.0,Health Care Services & Hospitals,"San Diego, CA",60,124
Intuit,Senior Business Data Analyst,92.0,Computer Hardware & Software,"San Diego, CA",60,124
Centene Corporation,Data Analyst III (Healthcare Analytics),92.0,Insurance Carriers,"San Diego, CA",60,124
"Verity, A HealthStream Company",Data Analyst - VerityStream,92.0,Computer Hardware & Software,"San Diego, CA",60,124
Web Shop Manager,Automotive eCommerce Data Analyst,92.0,Computer Hardware & Software,"San Diego, CA",60,124
UC San Diego,Division Data and Financial Analyst,92.0,Colleges & Universities,"San Diego, CA",60,124
"Staffigo Technical Services, LLC",Data Analyst Junior,92.0,IT Services,"San Diego, CA",60,124
Russell Tobin & Associates,Business Data Analyst III,92.0,Staffing & Outsourcing,"San Diego, CA",60,124
Perspecta,C4I Data Analyst/Engineer,92.0,Aerospace & Defense,"San Diego, CA",60,124
UC San Diego,Molecular Researcher and Data Analyst,92.0,Colleges & Universities,"San Diego, CA",60,124
MedImpact,Health Data Analyst IV,92.0,Wholesale,"San Diego, CA",60,124
Sycuan Casino,IT DATA ANALYST- Information Technology,92.0,Gambling,"El Cajon, CA",60,124
California State University,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",92.0,Colleges & Universities,"San Diego, CA",60,124
"Sunrise Systems, Inc.",Systems Analyst - Data Integration,92.0,IT Services,"San Diego, CA",60,124
University of California - San Diego Medical Centers,Molecular Researcher and Data Analyst,92.0,Health Care Services & Hospitals,"San Diego, CA",60,124
World Wide Technology,Data Analyst - EDSS,92.0,Computer Hardware & Software,"San Diego, CA",60,124
The Carrera Agency,Sr. Data Governance Analyst,92.0,Staffing & Outsourcing,"San Diego, CA",60,124
General Dynamics Information Technology,Data Manager - Bioinformatics Analyst (Naval Health Center),92.0,IT Services,"San Diego, CA",60,124
UC San Diego,#104252 Division Data and Financial Analyst,47.5,Colleges & Universities,"San Diego, CA",34,61
Vervent,Senior Financial Data Analyst,47.5,Lending,"San Diego, CA",34,61
Perspecta,Sr. C4I Data Analyst/Engineer,47.5,Aerospace & Defense,"San Diego, CA",34,61
SBG Techology Solutions,Senior Tactical Data Link Systems Analyst,47.5,IT Services,"San Diego, CA",34,61
"Insight Enterprises, Inc.",Data Analyst I,36.0,Enterprise Software & Network Solutions,"Plano, TX",24,48
"Insight Enterprises, Inc.",Data Analyst II,36.0,Enterprise Software & Network Solutions,"Plano, TX",24,48
Harris Computer,Data Conversion Analyst,36.0,Computer Hardware & Software,"Allen, TX",24,48
Lidl,Data Analyst - Retail (Entry Level),36.0,Grocery Stores & Supermarkets,"Arlington, TX",24,48
Delmarva Foundation,Data Analyst - Healthcare Fraud,36.0,Consulting,"Dallas, TX",24,48
"Pieces Technology, Inc.",Data Analyst Intern,36.0,Enterprise Software & Network Solutions,"Dallas, TX",24,48
Addison Group,Data Analyst BHJOB11946_,36.0,Staffing & Outsourcing,"Dallas, TX",24,48
Mondo,SQL Data Analyst,36.0,Staffing & Outsourcing,"Dallas, TX",24,48
Goldman Sachs,Data Science - Analyst/Associate - Security Incident Response Team,36.0,Investment Banking & Asset Management,"Dallas, TX",24,48
PeopleFun,Game Data Analyst,36.0,Audiovisual,"Richardson, TX",24,48
The Richards Group,"Analyst, Data Intelligence",36.0,Advertising & Marketing,"Dallas, TX",24,48
Federal Reserve Bank,HR Data Analyst II,36.0,Financial Analytics & Research,"Dallas, TX",24,48
"InfoVision, Inc.",Data Analyst,36.0,IT Services,"Dallas, TX",24,48
Dallas County,DATA ANALYST,36.0,Municipal Governments,"Dallas, TX",24,48
Goldman Sachs,Data Science – Analyst/Associate - Security Incident Response Team,36.0,Investment Banking & Asset Management,"Dallas, TX",24,48
Atos,IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,36.0,IT Services,"Irving, TX",24,48
Yeti Technologies,Data Analyst,36.0,IT Services,"Irving, TX",24,48
Lidl,Data Analyst (HR),36.0,Grocery Stores & Supermarkets,"Arlington, TX",24,48
Nokia,Data Analyst,36.0,Telecommunications Services,"Dallas, TX",24,48
"The Judge Group, Inc.","Data Analyst (SQL, Tableau)",36.0,Staffing & Outsourcing,"Richardson, TX",24,48
"ZeniMax Media, Inc.",Data Analyst,36.0,Video Games,"Dallas, TX",24,48
Match Group,Data Analyst (Product Analytics),36.0,Advertising & Marketing,"Dallas, TX",24,48
Hilltop Holdings,Data Analyst,36.0,Banks & Credit Unions,"Irving, TX",24,48
Texas Scottish Rite Hospital for Children,Performance Improvement Data Analyst,36.0,Health Care Services & Hospitals,"Dallas, TX",24,48
"Staffigo Technical Services, LLC",Junior Data Analyst,36.0,IT Services,"Dallas, TX",24,48
Capgemini,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,36.0,Enterprise Software & Network Solutions,"Dallas, TX",24,48
Diversant LLC,Business Data Analyst,41.5,Staffing & Outsourcing,"Dallas, TX",30,53
Dallas ISD,"Analyst, Data & Design",41.5,Preschool & Child Care,"Dallas, TX",30,53
Signify Health,Data Quality Analyst,41.5,Health Care Services & Hospitals,"Dallas, TX",30,53
Kforce,Data Analyst,41.5,Staffing & Outsourcing,"Dallas, TX",30,53
Financial Additions,Data Analyst,41.5,Investment Banking & Asset Management,"Dallas, TX",30,53
Dallas Independent School District,"Analyst I, Data & Design",41.5,Preschool & Child Care,"Dallas, TX",30,53
First American Financial Corporation,Data Analyst,41.5,Insurance Carriers,"Irving, TX",30,53
Signify Health,Client Data Analyst,41.5,Health Care Services & Hospitals,"Dallas, TX",30,53
Federal Reserve Bank (FRB),HR Data Analyst II,41.5,Federal Agencies,"Dallas, TX",30,53
VITALWARE LLC,Healthcare Data Analyst,41.5,Health Care Services & Hospitals,"Dallas, TX",30,53
Kubota Tractor,Data Analyst II,41.5,Industrial Manufacturing,"Grapevine, TX",30,53
Trinity Industries,Data Analyst,41.5,Transportation Equipment Manufacturing,"Dallas, TX",30,53
Randstad US,Data Analyst,41.5,Staffing & Outsourcing,"Plano, TX",30,53
L&T Infotech,System/Data Analyst,41.5,IT Services,"Irving, TX",30,53
Federal Reserve Bank of Richmond,HR Data Analyst II,41.5,Banks & Credit Unions,"Dallas, TX",30,53
Sphinix Solutions,Data Analyst,41.5,IT Services,"Plano, TX",30,53
A-Line Staffing Solutions,Data Reporting Analyst,41.5,Staffing & Outsourcing,"Dallas, TX",30,53
Atmos Energy Corp.,Sr Data Integrity Analyst,41.5,Oil & Gas Services,"Dallas, TX",30,53
Citi,Data System Analyst,41.5,Investment Banking & Asset Management,"Irving, TX",30,53
"Staffigo Technical Services, LLC",Data Analyst,41.5,IT Services,"Dallas, TX",30,53
North Central Texas Council of Governments,Research Data Analyst,41.5,Membership Organizations,"Arlington, TX",30,53
Goldman Sachs,RAPD Risk Platforms & Data - Analyst,41.5,Investment Banking & Asset Management,"Dallas, TX",30,53
McAfee,Business Data Analyst,41.5,Computer Hardware & Software,"Plano, TX",30,53
"Conch Technologies, Inc",Data Analyst,41.5,Consulting,"Plano, TX",30,53
Apex Systems,Business Analyst/Data Consultant,41.5,Staffing & Outsourcing,"Irving, TX",30,53
RealPage,Data Analyst - Contract Renewals,41.5,Computer Hardware & Software,"Richardson, TX",30,53
Mary Kay,Analyst Supply Chain I Data Management,63.5,Consumer Products Manufacturing,"Lewisville, TX",41,86
Mobilityware,Senior Data Analyst,63.5,Video Games,"Dallas, TX",41,86
AustinCSI,Data Analyst,63.5,Consulting,"Grapevine, TX",41,86
Apptricity Corporation,Data Integration Analyst,63.5,Computer Hardware & Software,"Irving, TX",41,86
Mitchell Martin,Data Analyst,63.5,Staffing & Outsourcing,"Plano, TX",41,86
National NeuroMonitoring,Data Analyst,63.5,Health Care Services & Hospitals,"Addison, TX",41,86
NTT DATA,Business Analyst - Data Protection,63.5,IT Services,"Irving, TX",41,86
Ho Chunk,Data Analyst,63.5,Convenience Stores & Truck Stops,"Arlington, TX",41,86
Precision technologies corp,Data Analyst,63.5,IT Services,"Plano, TX",41,86
Citi,Data Analytics Senior Analyst,63.5,Investment Banking & Asset Management,"Irving, TX",41,86
Mosaic Sales Solutions,Client Data Analyst,63.5,Advertising & Marketing,"Irving, TX",41,86
"One Call Claims, LLC",Information Technology Specialist / Data Analyst,63.5,Insurance Carriers,"Dallas, TX",41,86
Prudent Technologies & Consulting,Data Analyst,63.5,IT Services,"Grapevine, TX",41,86
Daylight Solutions,Data Management Analyst,63.5,Aerospace & Defense,"Dallas, TX",41,86
Excite Health Partners,Senior Data Analyst,63.5,Staffing & Outsourcing,"Dallas, TX",41,86
PROLIM Global Corporation,SAS Data Analyst III(With SOL & Tableau),63.5,Enterprise Software & Network Solutions,"Dallas, TX",41,86
ADT,NA Data Reporting Analyst,63.5,Security Services,"Irving, TX",41,86
"Pinnacle Technical Resources, Inc.",SAS Data Analyst,63.5,Staffing & Outsourcing,"Dallas, TX",41,86
eDataForce consulting LLC,Data Science- Security Analyst,63.5,IT Services,"Dallas, TX",41,86
Trinity Industries,Data Management Analyst,63.5,Transportation Equipment Manufacturing,"Dallas, TX",41,86
"ServiceLink, a Black Knight Company",Sr. Business Data Analyst - Enterprise Risk,63.5,Lending,"Dallas, TX",41,86
Lightbeam Health Solutions,Claims Data Analyst,63.5,Health Care Services & Hospitals,"Irving, TX",41,86
"Telnet (Rockville, MD)",Data Analyst 4,63.5,Consulting,"Dallas, TX",41,86
Tarrant County,SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,63.0,Municipal Governments,"Tarrant, TX",44,82
Diversant LLC,Data Governance Analyst,63.0,Staffing & Outsourcing,"Dallas, TX",44,82
Vastika,Data Analyst - SM,63.0,"Health, Beauty, & Fitness","Irving, TX",44,82
University of Texas at Arlington,Data Analyst {S02268P},63.0,Colleges & Universities,"Arlington, TX",44,82
APN Software Services Inc.,Data Analyst,63.0,Computer Hardware & Software,"Plano, TX",44,82
Fairway Independent Mortgage Corporation,Data Analyst - Marketing,63.0,Lending,"Carrollton, TX",44,82
Signify Health,Senior Data Quality Analyst,63.0,Health Care Services & Hospitals,"Dallas, TX",44,82
HCL America Inc.,Senior Data Analyst,63.0,Computer Hardware & Software,"Plano, TX",44,82
Colfax Corporation,Sr. Enterprise BI Data Analyst,63.0,Industrial Manufacturing,"Dallas, TX",44,82
Bloomfield Homes,Accounting/Data Analyst Associate,63.0,Construction,"Southlake, TX",44,82
ServiceLink,Sr. Business Data Analyst Enterprise Risk,63.0,Lending,"Dallas, TX",44,82
Onyx CenterSource,Sr. BI Data Engineer and Analyst,63.0,Financial Transaction Processing,"Dallas, TX",44,82
Fleishman-Hillard Inc,"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",63.0,Advertising & Marketing,"Dallas, TX",44,82
JPMorgan Chase,Data Platform System Analyst Lead (Data Services),63.0,Investment Banking & Asset Management,"Lewisville, TX",44,82
eTeam Inc.,Business Analyst/Data Analyst,63.0,Staffing & Outsourcing,"Irving, TX",44,82
"BurnsSearch, LLC",Sr. Data Analyst,63.0,Staffing & Outsourcing,"Dallas, TX",44,82
Mindteck,Data Analyst,63.0,IT Services,"Coppell, TX",44,82
Analytical Mechanics Associates,Senior Data Analyst,63.0,Consulting,"Dallas, TX",44,82
CarOffer,Financial Data Analyst,63.0,Consumer Product Rental,"Plano, TX",44,82
Lorven Technologies Inc,Data Analyst Lead - EM & Data,63.0,Accounting,"Richardson, TX",44,82
Home Point Financial,Senior Data Analyst,63.0,Lending,"Farmers Branch, TX",44,82
Horn Solutions Inc.,Sr. Data Analyst - Healthcare Claims,63.0,Consulting,"Dallas, TX",44,82
DJO Global,Sr. Enterprise BI Data Analyst,68.0,Health Care Products Manufacturing,"Dallas, TX",48,88
Kforce,Data/Business Solutions Analyst - Jr,68.0,Staffing & Outsourcing,"Plano, TX",48,88
Kforce,Pricing Data Analyst,68.0,Staffing & Outsourcing,"Plano, TX",48,88
Community Hospital Corporation,Data Management Analyst,68.0,Health Care Services & Hospitals,"Plano, TX",48,88
Citi,Application Vulnerability Governance Lead Data Analyst,68.0,Investment Banking & Asset Management,"Irving, TX",48,88
Two95 International Inc.,SAP Data Analyst (Contract),68.0,Staffing & Outsourcing,"Irving, TX",48,88
University of Texas at Arlington,Business Analytics Analyst II (Data Concierge),68.0,Colleges & Universities,"Arlington, TX",48,88
Vastika,Data Analyst -0517 Suv,68.0,"Health, Beauty, & Fitness","Irving, TX",48,88
PeopleNTech LLC,Network Data Analyst,68.0,IT Services,"Dallas, TX",48,88
eTeam Inc.,Technical Data Analyst Accounting,68.0,Staffing & Outsourcing,"Irving, TX",48,88
Ava Consulting,Data Analyst: II (Intermediate),68.0,IT Services,"Irving, TX",48,88
Molex,Senior Enterprise Data Management Analyst,68.0,Electrical & Electronic Manufacturing,"Dallas, TX",48,88
Net2Source,Data Quality Analyst,68.0,Staffing & Outsourcing,"Richardson, TX",48,88
ClientSolv Technologies,Data Analyst - IT Administrator,68.0,IT Services,"Allen, TX",48,88
Ho Chunk,Senior Data Analyst,68.0,Convenience Stores & Truck Stops,"Arlington, TX",48,88
Lorven Technologies Inc,Data Analyst Lead - Air/Technical Operations,68.0,Accounting,"Richardson, TX",48,88
Mosaic Sales Solutions,"Analyst, Client Data II",68.0,Advertising & Marketing,"Irving, TX",48,88
Diverse Lynx,DATA ENGINEER / DATA ANALYST,68.0,IT Services,"Plano, TX",48,88
Net2Source,Jr. Data Warehouse Systems Analyst,68.0,Staffing & Outsourcing,"Richardson, TX",48,88
Community Hospital,"Data Management Analyst in Plano, TX at Community Hospital Corporation",68.0,Health Care Services & Hospitals,"Plano, TX",48,88
TECHNOCRAFT Solutions,QA Automation Analyst with Big data technology,68.0,Advertising & Marketing,"Richardson, TX",48,88
Lorven Technologies Inc,Data Analyst Lead - Commercial,68.0,Accounting,"Richardson, TX",48,88
Mill Creek Residential Trust,Senior Data Analyst - Property Operations,68.0,Real Estate,"Dallas, TX",48,88
Employbridge,Sr Data Management Analyst,68.0,Staffing & Outsourcing,"Irving, TX",48,88
FirstAmerica,Senior Data Quality Analyst,61.0,Transportation Management,"Arlington, TX",44,78
ArcBest,Lead Data Analyst,61.0,Logistics & Supply Chain,"Plano, TX",44,78
Lorven Technologies Inc,Data Analyst Lead (Customer and Reservations),61.0,Accounting,"Richardson, TX",44,78
Peyton Resource Group (PRG),Senior Data Risk Analyst,61.0,Staffing & Outsourcing,"Plano, TX",44,78
Apex Systems,Data Analyst - Sr,61.0,Staffing & Outsourcing,"Plano, TX",44,78
Kforce,Data Analyst - Senior,61.0,Staffing & Outsourcing,"Plano, TX",44,78
Frontend Arts,Digital S/W Eng Lead Analyst (Big data with SAS and PySpark background),61.0,Enterprise Software & Network Solutions,"Irving, TX",44,78
OneMain Financial,"Senior Data Analyst, Internal Audit",61.0,Lending,"Irving, TX",44,78
APN Software Services Inc.,Analyst/Developer (Data Warehouse) III,61.0,Computer Hardware & Software,"Allen, TX",44,78
OSI Engineering,Data Analyst,150.0,Staffing & Outsourcing,"Newark, CA",110,190
