,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
1689,Technical Data Analyst,$35K-$42K (Glassdoor est.),"Ascension
3.3","Austin, TX",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1690,Strategic Data Analyst III - Strategic Planning Divsion,$35K-$42K (Glassdoor est.),"TxDOT
3.8","Austin, TX",10000+ employees,Government,State & Regional Agencies,Government
1691,Junior Data Warehouse Analyst,$35K-$42K (Glassdoor est.),"ISHPI Information Technologies
3.5","Austin, TX",201 to 500 employees,Company - Private,IT Services,Information Technology
1692,Data Warehouse Analyst,$35K-$42K (Glassdoor est.),"University Federal Credit Union
3.5","Austin, TX",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance
1693,Data Analyst - Public Sector,$35K-$42K (Glassdoor est.),"Sense Corp
3.8","Austin, TX",201 to 500 employees,Company - Private,Accounting,Accounting & Legal
1694,"Data Analyst, Lead with Security Clearance",$35K-$42K (Glassdoor est.),"Booz Allen Hamilton
3.8","Austin, TX",10000+ employees,Company - Public,Consulting,Business Services
1695,System/Data Analyst,$35K-$42K (Glassdoor est.),"22nd Century Technologies
3.7","Austin, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1696,Data Governance Analyst/Lead,$35K-$42K (Glassdoor est.),"SMIT Solutions
3.0","Austin, TX",Unknown,Unknown,-1,-1
1697,Data Warehouse Analyst,$35K-$42K (Glassdoor est.),"Octo Consulting Group
3.9","Austin, TX",501 to 1000 employees,Company - Private,Consulting,Business Services
1698,Data Analyst III,$35K-$42K (Glassdoor est.),"Seven Seven Softwares
3.1","Austin, TX",201 to 500 employees,Company - Public,IT Services,Information Technology
1699,Data Analyst III,$35K-$42K (Glassdoor est.),"Wellcare
3.7","Austin, TX",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance
1700,Senior Strategy Data Analyst,$35K-$42K (Glassdoor est.),"Central Health
3.6","Austin, TX",51 to 200 employees,Government,Health Care Services & Hospitals,Health Care
1701,BI Data Analyst and Specialist,$35K-$42K (Glassdoor est.),Sam Bharath,"West Lake Hills, TX",-1,-1,-1,-1
1702,Data Analyst IV,$35K-$42K (Glassdoor est.),"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,Government,State & Regional Agencies,Government
1703,Clinical Data Management - Technical Analyst,$35K-$42K (Glassdoor est.),"Ascension
3.3","Austin, TX",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1704,Splunk Data Analyst,$35K-$42K (Glassdoor est.),"BayOne Solutions
4.1","Austin, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1705,Data Analyst III,$35K-$42K (Glassdoor est.),"Superior HealthPlan
3.3","Austin, TX",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1706,Data Analyst Junior,$35K-$42K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Austin, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1707,20-63 Flood Planning Data Analyst (Data Analyst III),$35K-$42K (Glassdoor est.),"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,Government,State & Regional Agencies,Government
1708,Operations Research Analyst (Data Scientist),$35K-$42K (Glassdoor est.),United States Army Futures Command,"Austin, TX",-1,-1,-1,-1
1709,Leading Data-Driven Change -- Data Industry Analyst,$35K-$42K (Glassdoor est.),"GasPedal
3.5","Austin, TX",1 to 50 employees,Company - Private,Membership Organizations,Business Services
1710,SQL Data and Integration Analyst,$35K-$42K (Glassdoor est.),"Smartwebs, Inc.
4.1","Round Rock, TX",Unknown,Company - Private,Advertising & Marketing,Business Services
1711,Industry Analyst -- Data Science and Strategy,$35K-$42K (Glassdoor est.),"GasPedal
3.5","Austin, TX",1 to 50 employees,Company - Private,Membership Organizations,Business Services
1712,Senior Data Analyst,$35K-$42K (Glassdoor est.),Iris Plans Inc.,"Austin, TX",1 to 50 employees,Company - Private,-1,-1
1713,Simulation Data Analyst,$35K-$42K (Glassdoor est.),"Hyliion
2.7","Cedar Park, TX",1 to 50 employees,Company - Private,Trucking,Transportation & Logistics
1714,Data Analyst/Program Manager,$35K-$42K (Glassdoor est.),softsnippets,"Austin, TX",-1,-1,-1,-1
1715,Data Analyst III,$35K-$42K (Glassdoor est.),"Centene Corporation
3.3","Austin, TX",10000+ employees,Company - Public,Insurance Carriers,Insurance
1716,Senior Data Analyst / Senior BI and Insights Analyst,$35K-$42K (Glassdoor est.),"Quantilus, Inc
4.4","Round Rock, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1717,"Associate, Strategy and Operations (Data Analyst IV)",$35K-$42K (Glassdoor est.),"Texas Education Agency
2.8","Austin, TX",501 to 1000 employees,Government,State & Regional Agencies,Government
1718,19-84R Team Lead (Data Analyst IV),$43K-$77K (Glassdoor est.),"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,Government,State & Regional Agencies,Government
1719,Data Lineage Analyst,$43K-$77K (Glassdoor est.),"The Judge Group
3.5","Round Rock, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1720,DPS - FIN - CAPPS Financial Senior Data Analyst,$43K-$77K (Glassdoor est.),"TEXAS DEPARTMENT OF PUBLIC SAFETY
3.4","Austin, TX",1001 to 5000 employees,Government,Municipal Governments,Government
1721,Data Analyst,$40K-$72K (Glassdoor est.),"CSI Tech Inc.
3.0","Jacksonville, FL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1722,Data Reporting Analyst,$40K-$72K (Glassdoor est.),"Robert Half
3.5","Jacksonville, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1723,USGAAP Financial and Reference Data Control Analyst Analyst,$40K-$72K (Glassdoor est.),"Deutsche Bank
3.5","Jacksonville, FL",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1724,Business/Data Analyst,$40K-$72K (Glassdoor est.),"Software Guidance & Assistance
3.7","Jacksonville, FL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1725,Junior Data Analyst,$40K-$72K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",51 to 200 employees,Company - Private,IT Services,Information Technology
1726,Business/Data Analyst,$40K-$72K (Glassdoor est.),SGA Inc.,"Jacksonville, FL",1 to 50 employees,Company - Private,Architectural & Engineering Services,Business Services
1727,Data Analyst,$40K-$72K (Glassdoor est.),"SNI Technology
3.5","Jacksonville, FL",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services
1728,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",$40K-$72K (Glassdoor est.),"Deutsche Bank
3.5","Jacksonville, FL",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1729,Senior Data Analyst,$40K-$72K (Glassdoor est.),"BTG
3.9","Jacksonville, FL",1 to 50 employees,Company - Public,Advertising & Marketing,Business Services
1730,Data Analyst,$40K-$72K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",51 to 200 employees,Company - Private,IT Services,Information Technology
1731,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",$40K-$72K (Glassdoor est.),"Deutsche Bank
3.5","Jacksonville, FL",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1732,Data Analyst Junior,$40K-$72K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",51 to 200 employees,Company - Private,IT Services,Information Technology
1733,CDHP - Data Analyst Team Lead,$40K-$72K (Glassdoor est.),Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,-1,-1
1734,Power BI Data Analyst,$40K-$72K (Glassdoor est.),LEFTA Systems,"Jacksonville, FL",-1,-1,-1,-1
1735,Sr. Data Analyst - Guidewire Data Hub,$40K-$72K (Glassdoor est.),"Kemper
2.9","Jacksonville, FL",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance
1736,Senior Data Analyst- Guidewire Data Hub,$40K-$72K (Glassdoor est.),"ARC Group
5.0","Jacksonville, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance
1737,Guidewire Data Analyst,$40K-$72K (Glassdoor est.),"American Recruiting & Consulting Group
5.0","Jacksonville, FL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1738,System Analyst (Data) - PL/SQl Server,$40K-$72K (Glassdoor est.),"Diverse Lynx
3.9","Jacksonville, FL",501 to 1000 employees,Company - Private,IT Services,Information Technology
1739,ACA - Data Analyst,$40K-$72K (Glassdoor est.),Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,-1,-1
1740,"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),"Textron
3.3","Fort Worth, TX",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1741,Human Performance Data Analyst,$50K-$86K (Glassdoor est.),"Reef Systems
4.6","Fort Worth, TX",1 to 50 employees,Company - Public,-1,-1
1742,Medical Data Analyst,$50K-$86K (Glassdoor est.),"CornerStone Staffing
3.8","Fort Worth, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1743,Data Analyst,$50K-$86K (Glassdoor est.),Thinkfind Corporation,"Fort Worth, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1744,"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),"Bell Helicopter
3.9","Fort Worth, TX",5001 to 10000 employees,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense
1745,Data Reporting Analyst,$50K-$86K (Glassdoor est.),"E Business International
3.1","Fort Worth, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1746,Data Analyst,$50K-$86K (Glassdoor est.),"InfoVision, Inc.
4.4","Irving, TX",1001 to 5000 employees,Company - Private,IT Services,Information Technology
1747,Data Analyst Assistant,$50K-$86K (Glassdoor est.),"Company Confidenital
5.0","Fort Worth, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1748,Systems Engineer - Data Analyst (Level 3),$50K-$86K (Glassdoor est.),"Lockheed Martin
3.8","Fort Worth, TX",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense
1749,Sr Data Analyst,$50K-$86K (Glassdoor est.),"GM Financial
2.9","Fort Worth, TX",5001 to 10000 employees,Company - Public,Lending,Finance
1750,Data/Sales Analyst,$50K-$86K (Glassdoor est.),Samsung HVAC,"Roanoke, TX",51 to 200 employees,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance"
1751,Data/Financial Analyst,$35K-$67K (Glassdoor est.),"SUNSET LOGISTICS, INC
1.7","Fort Worth, TX",51 to 200 employees,Company - Private,Transportation Management,Transportation & Logistics
1752,Data Analyst - Intelligent Automation,$35K-$67K (Glassdoor est.),"Prudent Technologies & Consulting
4.2","Fort Worth, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1753,(Risk Data Analyst),$35K-$67K (Glassdoor est.),"System Soft Technologies
4.8","Fort Worth, TX",201 to 500 employees,Company - Private,IT Services,Information Technology
1754,Systems Analyst - Data Conversion,$35K-$67K (Glassdoor est.),"Fidelity TalentSource
3.9","Westlake, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1755,"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),SM LOgics Inc,"Fort Worth, TX",Unknown,Company - Public,-1,-1
1756,"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),smlogics,"Fort Worth, TX",-1,-1,-1,-1
1757,(Data Risk Analyst: Data Modeler),$35K-$67K (Glassdoor est.),"System Soft Technologies
4.8","Fort Worth, TX",201 to 500 employees,Company - Private,IT Services,Information Technology
1758,+ Global Process Data Analyst,$57K-$70K (Glassdoor est.),"InfoQuest Consulting Group
4.7","Fort Worth, TX",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1759,BI Data Analyst / Specialist,$57K-$70K (Glassdoor est.),"Global Technical Talent, LLC
3.6","Westlake, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1760,Data Analyst,$28K-$52K (Glassdoor est.),"CyberCoders
4.2","Columbus, OH",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1761,Data Analyst,$28K-$52K (Glassdoor est.),"Olive
3.6","Columbus, OH",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1762,Data Analyst-Quality Improvement Services,$28K-$52K (Glassdoor est.),"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1763,Data Analyst,$28K-$52K (Glassdoor est.),"The Paragon Group
2.9","Columbus, OH",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
1764,Fraud Data Analyst,$28K-$52K (Glassdoor est.),"Abercrombie & Fitch Co.
3.5","Columbus, OH",10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail
1765,Software Engineer - Data Analyst,$28K-$52K (Glassdoor est.),"JPMorgan Chase
3.9","Columbus, OH",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1766,Data Analyst,$28K-$52K (Glassdoor est.),Beacon Hill Technologies,"Columbus, OH",-1,-1,-1,-1
1767,Business Data Analyst,$28K-$52K (Glassdoor est.),"DHL
3.8","Westerville, OH",10000+ employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1768,Business Analyst / Data Scientist Manager,$28K-$52K (Glassdoor est.),"Abbott Laboratories
3.6","Columbus, OH",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care
1769,Junior Data Analyst,$28K-$52K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,Company - Private,IT Services,Information Technology
1770,Program Data Analyst,$28K-$52K (Glassdoor est.),"Economic and Community Development Institute
2.3","Columbus, OH",1 to 50 employees,Nonprofit Organization,Lending,Finance
1771,Business Data Analyst - I,$28K-$52K (Glassdoor est.),"Avacend, Inc.
2.5","Hilliard, OH",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1772,Planning Analyst - Data Resource Center,$28K-$52K (Glassdoor est.),"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1773,Data Analyst,$28K-$52K (Glassdoor est.),"Data Systems Integration Group Inc
2.8","Columbus, OH",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1774,Data Analyst,$28K-$52K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,Company - Private,IT Services,Information Technology
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),"Buckeye Health Plan
3.4","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care
1776,Data Analyst,$28K-$52K (Glassdoor est.),"Beacon Hill Staffing Group
4.5","Columbus, OH",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
1777,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),"Buckeye Community Health Plan
3.4","Columbus, OH",51 to 200 employees,Company - Private,-1,-1
1778,Financial Data Analyst,$28K-$52K (Glassdoor est.),"Aspen Careers, LLC","Columbus, OH",-1,-1,-1,-1
1779,Data Validation Analyst,$28K-$52K (Glassdoor est.),"Revel IT
5.0","Dublin, OH",201 to 500 employees,Company - Private,IT Services,Information Technology
1780,Data Analyst,$28K-$52K (Glassdoor est.),"UNICON International, Inc
4.5","Columbus, OH",1 to 50 employees,Company - Private,-1,-1
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$28K-$52K (Glassdoor est.),"Avani Technology Solutions
4.5","Columbus, OH",501 to 1000 employees,Company - Private,IT Services,Information Technology
1782,Data Statistics Analyst PFK - Care Coordination,$28K-$52K (Glassdoor est.),"Nationwide Children's Hospital
3.7","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1783,Data Analyst Junior,$28K-$52K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Columbus, OH",51 to 200 employees,Company - Private,IT Services,Information Technology
1784,Analyst: Data Analytics,$28K-$52K (Glassdoor est.),"Avacend, Inc.
2.5","Hilliard, OH",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1785,Information Security and Data Protection Analyst,$28K-$52K (Glassdoor est.),"Amyx, Inc.
4.0","Columbus, OH",501 to 1000 employees,Company - Private,IT Services,Information Technology
1786,Technical Data Analyst,$28K-$52K (Glassdoor est.),"Dedicated Tech Services, Inc.
4.5","Dublin, OH",1 to 50 employees,Private Practice / Firm,IT Services,Information Technology
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$28K-$52K (Glassdoor est.),"Abbott
3.6","Columbus, OH",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care
1788,Accounting Data Analyst / Implementation Specialist,$46K-$86K (Glassdoor est.),"Marker, Inc.","Columbus, OH",Unknown,Company - Private,-1,-1
1789,Information Security and Data Protection Analyst,$46K-$86K (Glassdoor est.),"Amyx, Iinc.","Columbus, OH",-1,-1,-1,-1
1790,"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),"Buckeye Community Health Plan
3.4","Columbus, OH",51 to 200 employees,Company - Private,-1,-1
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),"Buckeye Health Plan
3.4","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care
1792,Data Statistics Analyst PFK Care Coordination,$46K-$86K (Glassdoor est.),"Nationwide Childrens Hospital
3.7","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
1793,Software Engineer - Senior Data Analyst,$46K-$86K (Glassdoor est.),"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1794,Sr Data Analyst,$46K-$86K (Glassdoor est.),"Creative Financial Staffing
4.5","Westerville, OH",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
1795,Analytic Consultant 4 - Data Analyst,$50K-$86K (Glassdoor est.),"Wells Fargo
3.6","Charlotte, NC",10000+ employees,Company - Public,Banks & Credit Unions,Finance
1796,Operations Data Analyst,$50K-$86K (Glassdoor est.),"Brighthouse Financial
3.8","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance
1797,Data Business Analyst,$50K-$86K (Glassdoor est.),"Payzer
5.0","Charlotte, NC",51 to 200 employees,Company - Private,-1,-1
1798,Federal - Data Analyst,$50K-$86K (Glassdoor est.),"Accenture
3.9","Charlotte, NC",10000+ employees,Company - Public,Consulting,Business Services
1799,Data Analyst,$50K-$86K (Glassdoor est.),"Tata Consultancy Services
3.8","Charlotte, NC",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology
1800,Marketing Data Analyst,$50K-$86K (Glassdoor est.),"Trivest
5.0","Mooresville, NC",1 to 50 employees,Company - Private,Venture Capital & Private Equity,Finance
1801,Data Analyst I (Strong Salesforce.com),$50K-$86K (Glassdoor est.),"pureIntegration
3.4","Charlotte, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1802,Data Analyst I,$50K-$86K (Glassdoor est.),"Kforce
4.1","Charlotte, NC",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1803,Data Analyst,$50K-$86K (Glassdoor est.),"Collabera
4.1","Charlotte, NC",10000+ employees,Company - Private,IT Services,Information Technology
1804,Data Analyst,$50K-$86K (Glassdoor est.),"TEKsystems
3.9","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1805,Data Analyst,$50K-$86K (Glassdoor est.),"Artech LLC
3.9","Charlotte, NC",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services
1806,Financial Data Analyst,$50K-$86K (Glassdoor est.),"Randstad
3.6","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1807,Data Analyst,$50K-$86K (Glassdoor est.),"Matlen Silver
3.4","Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology
1808,Data Analyst,$50K-$86K (Glassdoor est.),"Randstad
3.6","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1809,Data Analyst,$50K-$86K (Glassdoor est.),"Diversant LLC
3.8","Charlotte, NC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1810,Data Science Analyst,$50K-$86K (Glassdoor est.),"Signature Consultants
3.6","Charlotte, NC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1811,Data Analyst,$50K-$86K (Glassdoor est.),"Sysmind LLC
4.1","Charlotte, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1812,Data Analyst,$50K-$86K (Glassdoor est.),"Tata Consultancy Services (North America)
3.7","Charlotte, NC",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
1813,Business Data Analyst,$50K-$86K (Glassdoor est.),"Robert Half
3.5","Charlotte, NC",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1814,Data Analyst,$50K-$86K (Glassdoor est.),"Kforce
4.1","Charlotte, NC",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1815,Data Business Analyst,$50K-$86K (Glassdoor est.),"TEKsystems
3.9","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1816,Junior Data Analyst,$50K-$86K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Charlotte, NC",51 to 200 employees,Company - Private,IT Services,Information Technology
1817,Data Analyst,$50K-$86K (Glassdoor est.),"Conch Technologies, Inc
4.6","Charlotte, NC",51 to 200 employees,Company - Private,Consulting,Business Services
1818,Data Analyst,$50K-$86K (Glassdoor est.),"Neo Prism Solutions
3.2","Charlotte, NC",51 to 200 employees,Company - Private,Accounting,Accounting & Legal
1819,Data Management Analyst,$50K-$86K (Glassdoor est.),"TEKsystems, Inc
3.9","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1820,Financial Data Analyst - Full Time,$50K-$86K (Glassdoor est.),Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1
1821,Data analyst,$50K-$86K (Glassdoor est.),"Resource Logistics, Inc.
4.7","Charlotte, NC",51 to 200 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1822,Data Analyst,$50K-$86K (Glassdoor est.),"Diverse Lynx
3.9","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1823,Senior CX Data Analyst,$50K-$86K (Glassdoor est.),"Vanguard
3.2","Charlotte, NC",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance
1824,Data Engineer/Analyst,$50K-$86K (Glassdoor est.),"Vaco Technology
3.3","Charlotte, NC",501 to 1000 employees,Company - Private,Consulting,Business Services
1825,Federal - Data Analyst,$54K-$75K (Glassdoor est.),Accenture Contractor Jobs,"Charlotte, NC",-1,-1,-1,-1
1826,Quality Data Analyst,$54K-$75K (Glassdoor est.),"OrthoCarolina
3.6","Charlotte, NC",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1827,Data Visualization Analyst,$54K-$75K (Glassdoor est.),"American Tire Distributors
2.8","Huntersville, NC",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1828,Senior Data Analyst,$54K-$75K (Glassdoor est.),"NTT DATA Corporation
3.4","Charlotte, NC",10000+ employees,Company - Public,IT Services,Information Technology
1829,HR Data Analyst,$54K-$75K (Glassdoor est.),"Apex Systems
3.8","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1830,Data Analyst/Business Analyst,$54K-$75K (Glassdoor est.),"Signature Consultants
3.6","Charlotte, NC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1831,Data Analyst,$54K-$75K (Glassdoor est.),"eTeam Inc.
3.7","Charlotte, NC",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1832,Data Analyst,$54K-$75K (Glassdoor est.),"AccessOne
2.0","Fort Mill, SC",1 to 50 employees,Company - Private,-1,-1
1833,BI Data Analyst,$54K-$75K (Glassdoor est.),"Nesco Resource, LLC
2.9","Fort Mill, SC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1834,Data Analyst,$54K-$75K (Glassdoor est.),"RGP
4.1","Charlotte, NC",1001 to 5000 employees,Company - Public,Consulting,Business Services
1835,Enterprise Data Office Analyst IV,$54K-$75K (Glassdoor est.),"Truist
3.5","Charlotte, NC",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1836,Data Analyst/ Python with Banking Experience,$54K-$75K (Glassdoor est.),"Shimento, Inc.
2.9","Charlotte, NC",1 to 50 employees,Company - Private,-1,-1
1837,Data Analyst,$54K-$75K (Glassdoor est.),Parks Heating & Cooling,"Indian Trail, NC",51 to 200 employees,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance"
1838,Systems/Data Analyst,$54K-$75K (Glassdoor est.),"Randstad
3.6","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1839,Data Analyst (Real Time Data Consultant Needed),$54K-$75K (Glassdoor est.),"Conch Technologies, Inc
4.6","Charlotte, NC",51 to 200 employees,Company - Private,Consulting,Business Services
1840,Data Visualization Analyst,$54K-$75K (Glassdoor est.),"PCR Staffing
5.0","Huntersville, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1841,57072 - Market data Analyst - 100 % remote,$54K-$75K (Glassdoor est.),"Tek Leaders
3.5","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1842,Application Programmer V/ Database Developer/ Data Analyst,$54K-$75K (Glassdoor est.),"DATA Inc.
4.3","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1843,Data Analyst,$54K-$75K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Charlotte, NC",51 to 200 employees,Company - Private,IT Services,Information Technology
1844,Data Analyst,$54K-$75K (Glassdoor est.),LiveMindz,"Charlotte, NC",51 to 200 employees,Company - Private,-1,-1
1845,Data Standardization Analyst(s),$54K-$75K (Glassdoor est.),"London Stock Exchange Group
3.2","Charlotte, NC",1001 to 5000 employees,Company - Public,Stock Exchanges,Finance
1846,DATA MGMT ANALYST,$54K-$75K (Glassdoor est.),"Kforce
4.1","Charlotte, NC",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1847,"Data Quality Analyst, Financial Services",$54K-$75K (Glassdoor est.),"NTT DATA Services
3.4","Charlotte, NC",10000+ employees,Company - Public,IT Services,Information Technology
1848,Data Analyst II,$54K-$75K (Glassdoor est.),"Meridian Technologies
4.0","Charlotte, NC",Unknown,Unknown,-1,-1
1849,Data Governance Analyst,$54K-$75K (Glassdoor est.),"TEKsystems, Inc
3.9","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1850,Data Integration Analyst,$54K-$75K (Glassdoor est.),"Cardinal Innovations Healthcare
2.9","Charlotte, NC",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care
1851,Data Analyst with Banking Domain,$54K-$75K (Glassdoor est.),"CYNET SYSTEMS
4.0","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1852,Financial Data Analyst - Full Time,$54K-$75K (Glassdoor est.),dataBridge,"Charlotte, NC",1 to 50 employees,Other Organization,-1,-1
1853,Data Analyst - Metadata Analyst,$53K-$99K (Glassdoor est.),"Collabera
4.1","Fort Mill, SC",10000+ employees,Company - Private,IT Services,Information Technology
