Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
Data/Report Analyst,$60K-$110K (Glassdoor est.),"Lorven Technologies Inc
4.0","New York, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
Senior Data Analyst,$60K-$110K (Glassdoor est.),"Bounce Exchange
4.1","New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services
Human Capital Data Analyst,$60K-$110K (Glassdoor est.),"Green Key Resources
4.5","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
GIS Data analyst,$60K-$110K (Glassdoor est.),"22nd Century Technologies
3.7","New York, NY",1001 to 5000 employees,Company - Private,IT Services,Information Technology
Junior Data Analytics Solutions Analyst,$60K-$110K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Company - Private,Consulting,Business Services
Data Analyst,$60K-$110K (Glassdoor est.),"Capgemini America, Inc.","Jersey City, NJ",-1,-1,-1,-1
Data Analyst w/Capital Markets,$60K-$110K (Glassdoor est.),"Software Guidance & Assistance
3.7","Jersey City, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
"VP, Research Project Analyst/Data Management",$60K-$110K (Glassdoor est.),"Citi
3.7","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Food Data Analyst,$60K-$110K (Glassdoor est.),"Metropolitan Council on Jewish Poverty
3.2","New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit
Data Management Analyst,$60K-$110K (Glassdoor est.),"TSR Consulting
3.6","New York, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services
Data Governance Analyst,$60K-$110K (Glassdoor est.),"UBS
3.6","Weehawken, NJ",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
"Data Analyst, Enterprise Analytics",$60K-$110K (Glassdoor est.),"Take-Two Interactive Software, Inc.
3.7","New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media
Data Analytics Solutions Analyst - Mid with Security Clearance,$60K-$110K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Company - Private,Consulting,Business Services
Data Analyst Assistant,$60K-$110K (Glassdoor est.),Teus Health,"Newark, NJ",-1,-1,-1,-1
Investment Management Summer Analyst Program - Office of COO: Data & Analytics,$60K-$110K (Glassdoor est.),"Morgan Stanley
3.8","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Data Collection Analyst,$60K-$110K (Glassdoor est.),"ICAP at Columbia University
4.1","New York, NY",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Collection Analyst,$60K-$110K (Glassdoor est.),"Columbia University Medical Center
3.8","New York, NY",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care
Sr Business /Data Analyst- Reference data,$60K-$110K (Glassdoor est.),"Xoriant Corporation
3.7","Jersey City, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology
Data Analyst,$60K-$110K (Glassdoor est.),"The Denzel Group
4.7","South Plainfield, NJ",1 to 50 employees,Company - Private,-1,-1
SENIOR DATA ANALYST,$60K-$110K (Glassdoor est.),"Montefiore Medical
3.7","New York, NY",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Senior Data Analyst / Scientist,$60K-$110K (Glassdoor est.),"Cedent Consulting
3.3","New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services
Senior Data Analyst - Regulatory Reporting,$60K-$110K (Glassdoor est.),"ACS
3.4","New York, NY",1 to 50 employees,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance"
Data Reporting Analyst,$60K-$110K (Glassdoor est.),"NADAP
3.2","New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit
Data Governance Analyst,$60K-$110K (Glassdoor est.),SGA Inc.,"New York, NY",1 to 50 employees,Company - Private,Architectural & Engineering Services,Business Services
Data Analyst,$60K-$110K (Glassdoor est.),Newspaper Administration,"New York, NY",-1,-1,-1,-1
Senior Data Analyst (6-12 Month Contract-Remote),$60K-$110K (Glassdoor est.),"VISTRADA
5.0","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
"Principal Data Analyst, LATAM – Disney Streaming Services",$60K-$110K (Glassdoor est.),"Disney Streaming Services
3.6","New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology
Data Analyst- Win 10 Migration- NYC,$60K-$110K (Glassdoor est.),"Royal Communications Consultants Inc
3.0","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
Data Analyst (35 hours/week),$60K-$110K (Glassdoor est.),"CASES
3.5","New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit
Tech Business/Data Analyst,$60K-$110K (Glassdoor est.),"Sphinix Network Solutions Inc.
1.0","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
Data Analyst,$41K-$78K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","New York, NY",51 to 200 employees,Company - Private,IT Services,Information Technology
"Senior Data Analyst, Financial Services",$41K-$78K (Glassdoor est.),"Earnest Research
5.0","New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services
"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",$41K-$78K (Glassdoor est.),"Bloomberg
3.8","New York, NY",10000+ employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$41K-$78K (Glassdoor est.),"APN Software Services Inc.
4.1","New York, NY",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$41K-$78K (Glassdoor est.),"Acacia Network
3.3","Bronx, NY",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit
Senior Data Analyst,$41K-$78K (Glassdoor est.),Miller Cang Agency,"New York, NY",-1,-1,-1,-1
Data Remediation Analyst-EK020719A/JL,$41K-$78K (Glassdoor est.),"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
Business Analyst - Chief Data Office,$41K-$78K (Glassdoor est.),"Citi
3.7","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
"Senior Analyst, Data Instrumentation & Quality (Disney+)",$41K-$78K (Glassdoor est.),"Walt Disney Co.
4.0","New York, NY",10000+ employees,Company - Public,Motion Picture Production & Distribution,Media
Sr. Data Analyst,$41K-$78K (Glassdoor est.),"NTT DATA
3.4","New York, NY",10000+ employees,Company - Public,IT Services,Information Technology
Big Data Programmer Analyst,$41K-$78K (Glassdoor est.),"TSR, Inc.
3.6","Jersey City, NJ",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services
Lead Data Analyst,$41K-$78K (Glassdoor est.),Attentive,"New York, NY",1 to 50 employees,Company - Private,-1,-1
Data Analyst,$41K-$78K (Glassdoor est.),"Fidelis Group
3.5","Little Ferry, NJ",51 to 200 employees,Company - Private,Consulting,Business Services
Data Governance Analyst,$41K-$78K (Glassdoor est.),"Eclaro
3.4","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Client Service Data Analyst,$41K-$78K (Glassdoor est.),"Phyton Talent Advisors
4.1","New York, NY",1 to 50 employees,Company - Private,-1,-1
Financial Data Analyst - Accounting - D3529,$41K-$78K (Glassdoor est.),"Source of Future Technology Inc
4.2","New York, NY",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
Data / Business Analyst (SQL/Tableau),$41K-$78K (Glassdoor est.),Wayne Technologies - CHURN,"New York, NY",-1,-1,-1,-1
"Data Processing & Performance Analyst New York, NY",$41K-$78K (Glassdoor est.),"Brink's
2.7","New York, NY",10000+ employees,Company - Public,Security Services,Business Services
Data Analyst,$41K-$78K (Glassdoor est.),"Seven Seven Softwares
3.1","Newark, NJ",201 to 500 employees,Company - Public,IT Services,Information Technology
Senior Data Analyst,$41K-$78K (Glassdoor est.),"Mobilityware
4.5","New York, NY",51 to 200 employees,Company - Private,Video Games,Media
Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,$41K-$78K (Glassdoor est.),"TechProjects
4.8","Jersey City, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology
Business Analyst-Market Data,$41K-$78K (Glassdoor est.),"Mitchell Martin
4.1","Jersey City, NJ",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,$41K-$78K (Glassdoor est.),"RMS Computer Corporation
3.0","Jersey City, NJ",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$41K-$78K (Glassdoor est.),"ProHEALTH Care
2.7","Lake Success, NY",1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care
"Senior Analyst, AB Testing and Data Operations",$41K-$78K (Glassdoor est.),"2U
3.5","New York, NY",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Warehouse Analyst,$41K-$78K (Glassdoor est.),SIAL TECHNOLOGY PARTNERS,"New York, NY",1 to 50 employees,Company - Private,-1,-1
Data Analyst I - Geriatrics and Palliative Care,$41K-$78K (Glassdoor est.),"Mount Sinai Medical Center
3.1","New York, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst,$41K-$78K (Glassdoor est.),"Professional Resource Group
5.0","Lake Success, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
Senior Business and Data Analyst,$41K-$78K (Glassdoor est.),"JPMorgan Chase
3.9","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Data Analyst II,$45K-$88K (Glassdoor est.),"Capgemini
3.8","Jersey City, NJ",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data Analyst II,$45K-$88K (Glassdoor est.),"IPRO
3.0","Lake Success, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Analyst (35 hours/week),$45K-$88K (Glassdoor est.),"CASES
3.2","New York, NY",1 to 50 employees,Company - Public,-1,-1
Lead Generation Data Analyst,$45K-$88K (Glassdoor est.),"Brown Brothers Harriman
3.3","New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance
"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",$45K-$88K (Glassdoor est.),"NYC Health + Hospitals
3.6","New York, NY",5001 to 10000 employees,Company - Public,Health Care Services & Hospitals,Health Care
Data Analyst I - Genetics & Genomic Sciences,$45K-$88K (Glassdoor est.),"Mount Sinai Medical Center
3.1","New York, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Reporting Analyst III,$45K-$88K (Glassdoor est.),"Horizon Blue Cross Blue Shield of New Jersey
3.6","Newark, NJ",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance
Reporting Analyst Data Analyst,$45K-$88K (Glassdoor est.),APR Staffing,"Lake Success, NY",-1,-1,-1,-1
Data Analyst - CBCH,$45K-$88K (Glassdoor est.),"Columbia University
3.9","New York, NY",10000+ employees,College / University,Colleges & Universities,Education
"Principal Data Analyst, LATAM Disney Streaming Services",$45K-$88K (Glassdoor est.),"Walt Disney Company
4.0","New York, NY",10000+ employees,Company - Public,Motion Picture Production & Distribution,Media
Data Engineer/Data Analyst,$45K-$88K (Glassdoor est.),"Diverse Lynx
3.9","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
Technical Business/Data Analyst,$73K-$127K (Glassdoor est.),"Capgemini
3.8","New York, NY",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
CRM Data Performance Analyst,$73K-$127K (Glassdoor est.),"Roar Digital
4.9","New York, NY",51 to 200 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation"
eCommerce Data Analyst,$73K-$127K (Glassdoor est.),Darmor Partners,"New York, NY",-1,-1,-1,-1
Senior Data Analyst - Rochade,$73K-$127K (Glassdoor est.),"Perficient
3.6","New York, NY",1001 to 5000 employees,Company - Public,IT Services,Information Technology
Financial Data Analyst,$73K-$127K (Glassdoor est.),Talent Bundle LLC,"New York, NY",-1,-1,-1,-1
2021 Summer Analyst Program- Data & Analytics Solutions,$73K-$127K (Glassdoor est.),"The Bank of New York Mellon
3.2","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Data Analyst - QC,$73K-$127K (Glassdoor est.),"Nesco Resource, LLC
2.9","New York, NY",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
People Operations & Data Analyst,$73K-$127K (Glassdoor est.),"Museum of Ice Cream
2.3","New York, NY",201 to 500 employees,Company - Private,-1,-1
Lead Data Analyst (Product),$73K-$127K (Glassdoor est.),Kinship,"New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
Data Analyst - III,$73K-$127K (Glassdoor est.),"APN Consulting
4.2","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
SQL Data Analyst,$73K-$127K (Glassdoor est.),"Siri InfoSolutions
3.4","Summit, NJ",51 to 200 employees,Company - Private,Consulting,Business Services
Healthcare Data/Reporting Analyst,$73K-$127K (Glassdoor est.),"Integrated Resources
3.1","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
Epic Data Intelligence Analyst,$73K-$127K (Glassdoor est.),"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",1001 to 5000 employees,Nonprofit Organization,-1,-1
"JPSC-8461 - Position: 13,52,53 Data Analyst",$73K-$127K (Glassdoor est.),"Avani Technology Solutions
4.5","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
Data Analyst - Analytics/SQL,$84K-$90K (Glassdoor est.),"Lorven Technologies Inc
4.0","New York, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
Data Analyst-Excel,$84K-$90K (Glassdoor est.),"Altech Star Inc.
2.6","New York, NY",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Remediation Analyst,$84K-$90K (Glassdoor est.),Wintellisys,"New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
Data Analyst with Python or Python developer,$84K-$90K (Glassdoor est.),"Diverse Lynx
3.9","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
Data Entry Clerk / Data analyst,$84K-$90K (Glassdoor est.),"V R Della Infotech Inc
4.1","Haworth, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
"Senior Analyst, Data and Insights (Wirecutter)",$84K-$90K (Glassdoor est.),"New York Times
3.8","New York, NY",1001 to 5000 employees,Company - Public,News Outlet,Media
ETL Developer / Data Analyst,$84K-$90K (Glassdoor est.),"Blue Rock Consulting
5.0","New York, NY",1 to 50 employees,Company - Public,-1,-1
Big Data Programmer Analyst,$84K-$90K (Glassdoor est.),"TSR Consulting Services, Inc.","Jersey City, NJ",-1,-1,-1,-1
Data Governance Analyst,$84K-$90K (Glassdoor est.),"LanceSoft Inc
3.8","New York, NY",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Analyst with Python,$84K-$90K (Glassdoor est.),"Diverse Lynx
3.9","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
Data Analyst/Project Manager,$84K-$90K (Glassdoor est.),"SMBC
3.0","Jersey City, NJ",Unknown,Company - Public,-1,-1
Data Analyst - Intex Developer,$84K-$90K (Glassdoor est.),"Delaware Investments Colorado Municipal Income Fund, Inc","New York, NY",-1,-1,-1,-1
Analyst Business Data,$84K-$90K (Glassdoor est.),"Northwell Health
4.0","Manhasset, NY",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
